;roberta_com;DATE;SIGN;vaders
514;0.9353542106691748;05-21-2015;aries;0.6597
515;-0.1258774176762949;05-22-2015;aries;-0.8409
516;-0.22127274423837662;05-23-2015;aries;0.8275
517;-0.05173192918300629;05-24-2015;aries;0.5255
518;-0.37793442606925964;05-25-2015;aries;-0.2232
519;0.44666866958141327;05-26-2015;aries;-0.6114
520;-0.23558256030082703;05-27-2015;aries;-0.7691
521;0.15787508338689804;05-28-2015;aries;-0.6654
522;-0.4070569221411301;05-29-2015;aries;0.7096
523;-0.40696242451667786;05-30-2015;aries;0.4215
524;-0.7455766626791157;05-31-2015;aries;-0.8779
